[8, 133, 136, 178, 249, 255, 267, 272, 335, 350]
[17, 63, 186, 238, 258, 274, 280, 287, 315, 350]
[54, 69, 100, 102, 142, 158, 215, 236, 266, 350]
[44, 45, 73, 127, 160, 168, 196, 229, 297, 350]
[62, 94, 135, 176, 191, 200, 206, 239, 269, 350]
[21, 35, 43, 161, 226, 227, 301, 315, 331, 350]
[56, 57, 83, 96, 102, 291, 312, 328, 349, 350]
[35, 40, 91, 181, 190, 242, 272, 332, 349, 350]
[6, 14, 47, 159, 207, 259, 260, 282, 318, 350]
[16, 102, 204, 209, 226, 257, 287, 295, 297, 350]
[7, 71, 144, 161, 179, 280, 302, 305, 318, 350]
[28, 132, 142, 206, 214, 228, 229, 235, 315, 350]
[33, 80, 134, 169, 173, 183, 208, 296, 317, 350]
[27, 111, 129, 155, 198, 220, 235, 279, 294, 350]
[99, 139, 150, 165, 199, 213, 228, 276, 308, 350]
[87, 93, 109, 168, 192, 200, 268, 302, 346, 350]
[5, 61, 73, 86, 209, 232, 300, 310, 311, 350]
[1, 62, 76, 130, 132, 156, 199, 205, 285, 350]
[6, 41, 72, 123, 133, 143, 213, 283, 343, 350]
[32, 73, 105, 116, 177, 178, 248, 321, 328, 350]
[5, 30, 65, 76, 147, 169, 225, 313, 347, 350]
[7, 23, 42, 102, 135, 166, 177, 235, 343, 350]
[67, 88, 159, 181, 209, 217, 235, 255, 305, 350]
[0, 131, 182, 192, 212, 220, 257, 310, 336, 350]
[20, 26, 122, 177, 182, 233, 234, 246, 302, 350]
[50, 118, 170, 215, 219, 238, 279, 298, 338, 350]
[18, 77, 99, 144, 219, 304, 315, 317, 344, 350]
[1, 61, 63, 151, 175, 184, 190, 271, 321, 350]
[42, 84, 116, 155, 159, 164, 171, 191, 245, 350]
[43, 88, 133, 139, 155, 209, 253, 318, 342, 350]
[0, 1, 57, 69, 114, 135, 178, 226, 337, 350]
[41, 70, 101, 151, 173, 214, 218, 252, 282, 350]
[0, 52, 122, 169, 178, 188, 189, 287, 334, 350]
[83, 85, 98, 103, 155, 236, 241, 285, 296, 350]
[21, 29, 57, 62, 110, 175, 279, 288, 327, 350]
[83, 119, 127, 132, 163, 177, 238, 239, 317, 350]
[5, 29, 77, 149, 259, 263, 301, 347, 348, 350]
[46, 54, 112, 123, 158, 168, 174, 246, 308, 350]
[32, 57, 98, 103, 130, 215, 219, 293, 325, 350]
[52, 120, 141, 159, 182, 198, 200, 202, 330, 350]
[22, 80, 100, 125, 139, 147, 154, 199, 237, 350]
[55, 120, 142, 149, 155, 174, 185, 209, 323, 350]
[8, 127, 148, 186, 222, 229, 245, 324, 334, 350]
[49, 61, 93, 108, 164, 177, 253, 269, 318, 350]
[11, 14, 47, 68, 107, 214, 225, 250, 285, 350]
[3, 7, 76, 116, 182, 282, 297, 298, 314, 350]
[40, 129, 130, 176, 235, 238, 262, 267, 308, 350]
[6, 43, 132, 134, 190, 227, 236, 290, 349, 350]
[14, 41, 111, 165, 191, 205, 249, 310, 336, 350]
[38, 45, 62, 147, 212, 224, 228, 260, 324, 350]
[19, 108, 150, 162, 172, 181, 196, 210, 244, 350]
[49, 54, 100, 118, 152, 216, 286, 289, 317, 350]
[13, 25, 56, 75, 108, 111, 141, 193, 227, 350]
[10, 43, 76, 105, 125, 135, 249, 263, 325, 350]
[20, 61, 100, 111, 161, 177, 227, 246, 299, 350]
[14, 24, 118, 158, 159, 162, 238, 240, 326, 350]
[14, 56, 60, 117, 135, 136, 255, 324, 338, 350]
[31, 50, 133, 179, 183, 218, 254, 307, 316, 350]
[112, 118, 139, 154, 192, 211, 267, 307, 308, 350]
[63, 69, 136, 139, 148, 210, 238, 262, 284, 350]
[29, 31, 60, 101, 153, 172, 236, 259, 320, 350]
[7, 55, 208, 214, 234, 262, 282, 285, 322, 350]
[2, 48, 60, 197, 201, 212, 243, 293, 296, 350]
[115, 157, 165, 213, 221, 232, 250, 267, 283, 350]
[80, 82, 131, 251, 276, 308, 309, 318, 332, 350]
[10, 18, 69, 90, 142, 254, 257, 272, 295, 350]
[1, 25, 109, 220, 283, 301, 302, 323, 324, 350]
[13, 84, 124, 156, 254, 261, 262, 268, 275, 350]
[9, 14, 20, 97, 183, 211, 243, 302, 304, 350]
[138, 145, 154, 163, 180, 270, 294, 303, 309, 350]
[25, 69, 80, 96, 187, 263, 277, 290, 317, 350]
[26, 86, 100, 108, 149, 190, 286, 324, 338, 350]
[46, 50, 76, 90, 106, 177, 187, 251, 266, 350]
[94, 109, 116, 193, 214, 215, 264, 268, 278, 350]
[20, 135, 160, 179, 183, 201, 306, 317, 337, 350]
[42, 108, 123, 181, 268, 297, 307, 324, 344, 350]
[74, 109, 138, 214, 226, 248, 258, 281, 286, 350]
[82, 135, 146, 191, 200, 209, 234, 333, 342, 350]
[22, 25, 74, 176, 229, 239, 284, 318, 339, 350]
[23, 64, 119, 151, 170, 205, 269, 292, 310, 350]
[86, 113, 147, 170, 175, 207, 289, 320, 344, 350]
[9, 70, 140, 171, 224, 234, 243, 265, 293, 350]
[35, 37, 47, 108, 132, 210, 264, 283, 342, 350]
[9, 31, 75, 163, 273, 280, 305, 313, 321, 350]
[46, 68, 78, 97, 139, 194, 229, 242, 285, 350]
[97, 98, 126, 139, 172, 231, 248, 280, 329, 350]
[11, 29, 104, 108, 212, 250, 256, 292, 333, 350]
[3, 90, 158, 174, 188, 218, 259, 275, 334, 350]
[9, 20, 22, 153, 170, 187, 206, 302, 333, 350]
[25, 73, 121, 213, 218, 247, 294, 320, 326, 350]
[25, 34, 41, 132, 134, 195, 282, 306, 339, 350]
[30, 33, 39, 55, 112, 139, 159, 162, 218, 350]
[10, 18, 36, 52, 116, 131, 256, 265, 337, 350]
[45, 49, 79, 96, 203, 210, 276, 345, 347, 350]
[50, 97, 118, 170, 220, 221, 238, 304, 309, 350]
[35, 76, 97, 151, 155, 179, 226, 265, 333, 350]
[86, 96, 100, 128, 154, 230, 267, 270, 310, 350]
[46, 144, 171, 184, 210, 229, 243, 306, 311, 350]
[63, 127, 150, 181, 184, 235, 307, 317, 328, 350]
[29, 95, 108, 129, 133, 135, 185, 226, 246, 350]
[11, 18, 53, 70, 107, 181, 247, 268, 320, 350]
[26, 123, 166, 203, 228, 230, 254, 281, 311, 350]
[18, 31, 97, 158, 175, 182, 198, 226, 230, 350]
[12, 30, 72, 223, 225, 292, 293, 301, 306, 350]
[39, 44, 50, 52, 177, 238, 276, 279, 310, 350]
[4, 26, 30, 33, 68, 106, 178, 249, 333, 350]
[54, 162, 166, 197, 201, 208, 265, 288, 332, 350]
[3, 16, 39, 98, 183, 204, 228, 305, 316, 350]
[6, 42, 43, 86, 157, 198, 240, 279, 305, 350]
[68, 179, 206, 218, 224, 297, 314, 315, 343, 350]
[28, 62, 73, 99, 131, 172, 174, 244, 253, 350]
[10, 21, 124, 165, 197, 213, 227, 232, 256, 350]
[7, 11, 12, 99, 100, 143, 144, 214, 234, 350]
[82, 187, 234, 267, 280, 287, 289, 306, 341, 350]
[72, 92, 120, 149, 159, 216, 219, 279, 295, 350]
[68, 117, 126, 150, 170, 235, 255, 289, 339, 350]
[12, 16, 37, 55, 201, 296, 320, 323, 324, 350]
[11, 14, 101, 179, 223, 247, 268, 295, 341, 350]
[10, 91, 95, 142, 177, 220, 238, 280, 298, 350]
[44, 52, 94, 135, 153, 184, 230, 279, 330, 350]
[40, 66, 94, 98, 99, 146, 174, 255, 342, 350]
[49, 68, 76, 81, 85, 195, 202, 236, 302, 350]
[11, 26, 45, 97, 119, 128, 132, 194, 228, 350]
[1, 55, 77, 210, 255, 279, 282, 307, 342, 350]
[86, 91, 125, 144, 147, 158, 224, 230, 343, 350]
[51, 70, 76, 138, 140, 145, 172, 279, 282, 350]
[38, 41, 63, 89, 99, 115, 305, 312, 339, 350]
[26, 137, 230, 240, 245, 265, 273, 336, 341, 350]
[11, 18, 97, 107, 117, 123, 229, 232, 312, 350]
[10, 36, 87, 163, 211, 237, 258, 302, 313, 350]
[29, 38, 110, 111, 126, 186, 189, 315, 323, 350]
[26, 30, 176, 188, 202, 204, 226, 291, 347, 350]
[12, 50, 95, 129, 297, 305, 326, 333, 342, 350]
[1, 51, 152, 187, 208, 217, 281, 332, 334, 350]
[25, 27, 29, 35, 42, 66, 103, 154, 333, 350]
[6, 20, 43, 80, 159, 173, 245, 292, 304, 350]
[61, 113, 139, 156, 167, 196, 242, 341, 349, 350]
[58, 126, 173, 180, 193, 217, 269, 328, 348, 350]
[34, 41, 52, 71, 129, 312, 320, 339, 343, 350]
[31, 38, 78, 79, 89, 208, 230, 328, 335, 350]
[37, 65, 139, 172, 237, 321, 334, 338, 349, 350]
[62, 127, 170, 181, 226, 247, 259, 269, 334, 350]
[6, 18, 23, 84, 115, 184, 198, 218, 308, 350]
[1, 31, 46, 117, 151, 234, 285, 303, 312, 350]
[8, 24, 29, 211, 238, 287, 292, 300, 308, 350]
[43, 57, 66, 76, 77, 150, 241, 257, 258, 350]
[78, 79, 93, 189, 236, 246, 284, 305, 341, 350]
[52, 183, 189, 213, 279, 290, 291, 318, 328, 350]
[18, 134, 197, 207, 223, 233, 244, 265, 315, 350]
[25, 27, 28, 78, 114, 153, 200, 315, 333, 350]
[16, 60, 110, 124, 167, 188, 232, 238, 272, 350]
[52, 93, 158, 199, 280, 303, 334, 342, 349, 350]
[16, 65, 79, 80, 103, 118, 195, 269, 291, 350]
