[11, 47, 72, 99, 105, 106, 107, 166, 175, 180]
[4, 5, 16, 21, 69, 80, 86, 120, 140, 166]
[25, 37, 54, 57, 66, 84, 94, 115, 118, 121]
[45, 49, 70, 74, 105, 117, 142, 147, 160, 196]
[2, 30, 41, 124, 128, 135, 142, 144, 181, 189]
[15, 54, 58, 84, 115, 118, 124, 131, 133, 191]
[4, 36, 51, 84, 99, 126, 138, 141, 168, 177]
[62, 70, 93, 95, 116, 141, 154, 158, 175, 186]
[4, 9, 37, 40, 48, 103, 106, 140, 147, 171]
[2, 7, 27, 54, 58, 87, 132, 149, 193, 198]
[17, 18, 20, 26, 31, 58, 69, 92, 108, 194]
[6, 7, 11, 42, 50, 74, 87, 119, 127, 154]
[6, 22, 29, 32, 101, 114, 120, 122, 130, 195]
[35, 36, 40, 50, 67, 102, 115, 121, 126, 167]
[39, 40, 55, 67, 69, 70, 109, 132, 143, 174]
[44, 48, 57, 69, 73, 138, 168, 176, 184, 187]
[31, 33, 80, 94, 104, 123, 138, 182, 186, 194]
[21, 45, 82, 106, 121, 151, 154, 169, 186, 195]
[23, 60, 73, 74, 109, 110, 120, 150, 164, 174]
[20, 48, 61, 77, 96, 107, 123, 129, 158, 191]
[6, 63, 90, 106, 109, 112, 132, 142, 144, 194]
[4, 54, 55, 87, 97, 111, 118, 147, 177, 195]
[30, 36, 37, 93, 97, 111, 118, 134, 155, 199]
[1, 11, 29, 48, 67, 120, 127, 157, 188, 195]
[5, 14, 27, 37, 50, 58, 63, 72, 136, 137]
[11, 63, 68, 72, 98, 111, 132, 140, 173, 180]
[1, 2, 3, 35, 39, 104, 120, 122, 182, 189]
[17, 21, 107, 135, 140, 142, 156, 167, 171, 179]
[14, 29, 31, 33, 43, 51, 53, 69, 162, 175]
[8, 12, 39, 47, 77, 102, 106, 145, 161, 179]
[3, 19, 24, 50, 52, 63, 123, 133, 168, 200]
[3, 7, 48, 56, 97, 116, 137, 161, 166, 192]
[78, 81, 86, 87, 88, 121, 128, 136, 198, 200]
[9, 20, 70, 123, 153, 157, 159, 161, 190, 195]
[45, 63, 76, 108, 117, 130, 131, 151, 152, 196]
[31, 58, 79, 94, 126, 144, 160, 185, 196, 199]
[19, 25, 31, 50, 75, 82, 141, 174, 187, 197]
[48, 49, 78, 96, 97, 109, 118, 126, 132, 193]
[22, 41, 44, 89, 130, 143, 152, 159, 160, 161]
[38, 43, 49, 71, 88, 96, 133, 143, 144, 168]
[41, 49, 50, 75, 80, 101, 132, 142, 153, 155]
[19, 58, 67, 72, 74, 92, 155, 193, 198, 199]
[16, 56, 81, 99, 109, 131, 139, 163, 166, 169]
[30, 36, 37, 45, 66, 68, 102, 122, 144, 184]
[54, 59, 92, 96, 109, 116, 175, 188, 191, 192]
[5, 19, 30, 56, 78, 79, 108, 123, 137, 154]
[41, 74, 107, 110, 134, 140, 149, 157, 160, 179]
[27, 32, 47, 53, 65, 87, 97, 117, 157, 187]
[16, 33, 43, 46, 79, 90, 93, 119, 149, 179]
[3, 6, 18, 46, 58, 62, 77, 109, 114, 118]
[3, 24, 88, 104, 111, 126, 132, 142, 159, 166]
[31, 32, 61, 66, 88, 109, 110, 125, 163, 174]
[8, 20, 25, 32, 85, 114, 119, 149, 179, 188]
[16, 21, 50, 72, 115, 129, 131, 137, 160, 164]
[16, 20, 25, 31, 46, 65, 76, 114, 131, 135]
[7, 8, 28, 67, 74, 76, 106, 141, 143, 147]
[0, 18, 36, 61, 68, 69, 99, 105, 123, 157]
[11, 19, 21, 22, 42, 100, 125, 179, 186, 194]
[0, 27, 32, 35, 38, 40, 56, 68, 169, 182]
[19, 34, 59, 60, 64, 100, 108, 115, 158, 198]
[12, 45, 76, 78, 90, 100, 107, 170, 182, 183]
[12, 24, 28, 58, 71, 98, 104, 120, 146, 154]
[5, 46, 96, 125, 138, 139, 154, 170, 178, 200]
[10, 56, 57, 74, 76, 90, 121, 152, 171, 182]
[58, 65, 68, 69, 83, 89, 94, 131, 169, 175]
[1, 15, 20, 35, 38, 83, 93, 94, 141, 199]
[10, 41, 56, 89, 125, 127, 131, 145, 176, 196]
[30, 39, 42, 43, 57, 68, 99, 113, 149, 169]
[13, 24, 46, 60, 61, 88, 107, 115, 135, 164]
[10, 30, 63, 78, 84, 91, 136, 145, 154, 172]
[42, 49, 63, 124, 145, 152, 160, 164, 171, 195]
[14, 34, 67, 95, 96, 119, 131, 136, 139, 165]
[21, 57, 117, 145, 149, 155, 159, 163, 175, 184]
[3, 12, 15, 16, 39, 42, 55, 65, 66, 115]
[30, 48, 50, 83, 86, 95, 116, 132, 168, 188]
[66, 68, 78, 105, 114, 115, 124, 130, 145, 184]
[0, 51, 77, 92, 118, 139, 166, 174, 185, 199]
[19, 21, 25, 44, 49, 70, 99, 100, 148, 171]
[1, 4, 67, 101, 130, 155, 156, 162, 174, 195]
[1, 59, 91, 126, 130, 132, 169, 171, 190, 194]
[4, 11, 95, 114, 138, 146, 149, 178, 180, 197]
[0, 13, 14, 71, 73, 78, 83, 109, 119, 125]
[15, 21, 32, 39, 55, 79, 98, 139, 160, 186]
[5, 40, 51, 55, 89, 91, 112, 120, 150, 173]
[25, 51, 68, 74, 113, 124, 125, 127, 137, 165]
[8, 18, 24, 109, 112, 161, 163, 169, 190, 200]
[6, 29, 81, 104, 119, 122, 125, 151, 192, 195]
[2, 3, 4, 41, 43, 47, 48, 78, 156, 179]
[7, 10, 37, 38, 45, 133, 139, 175, 176, 195]
[3, 27, 50, 98, 105, 125, 126, 144, 156, 193]
[8, 11, 54, 83, 104, 111, 113, 114, 141, 178]
[31, 32, 43, 65, 125, 142, 170, 176, 197, 199]
[21, 43, 48, 77, 108, 109, 113, 120, 142, 180]
[45, 60, 87, 98, 103, 119, 159, 160, 177, 192]
[30, 52, 71, 75, 83, 91, 118, 171, 194, 196]
[17, 24, 53, 63, 91, 95, 111, 127, 199, 200]
[72, 79, 84, 113, 114, 117, 125, 132, 135, 142]
[50, 53, 72, 101, 116, 118, 128, 132, 158, 189]
[26, 56, 60, 64, 75, 82, 128, 151, 162, 179]
[17, 62, 68, 96, 99, 110, 122, 142, 165, 194]
[15, 49, 58, 79, 85, 87, 90, 134, 152, 175]
[61, 82, 83, 88, 100, 119, 133, 162, 176, 199]
[51, 65, 89, 132, 157, 169, 180, 186, 188, 190]
[2, 11, 65, 74, 75, 141, 151, 171, 175, 176]
[5, 11, 63, 87, 106, 114, 129, 135, 158, 179]
[6, 21, 28, 67, 130, 140, 141, 163, 181, 192]
[1, 3, 6, 76, 116, 124, 126, 133, 160, 199]
[25, 47, 51, 64, 107, 147, 178, 179, 183, 192]
[17, 54, 63, 79, 84, 103, 107, 112, 132, 148]
[24, 71, 93, 124, 147, 152, 153, 156, 169, 177]
[9, 26, 49, 52, 91, 93, 97, 110, 170, 194]
[45, 59, 115, 124, 146, 152, 153, 161, 182, 187]
[17, 47, 53, 93, 128, 134, 135, 139, 171, 200]
[72, 86, 101, 103, 120, 131, 144, 150, 159, 160]
[1, 17, 72, 92, 102, 108, 110, 149, 161, 173]
[12, 29, 84, 119, 128, 134, 156, 157, 160, 182]
[27, 30, 36, 46, 77, 86, 115, 133, 141, 159]
[38, 86, 107, 120, 133, 150, 157, 161, 167, 197]
[8, 9, 79, 105, 134, 137, 159, 164, 178, 182]
[31, 39, 47, 63, 69, 72, 103, 164, 179, 200]
[9, 37, 39, 97, 115, 128, 129, 145, 162, 190]
[21, 37, 49, 53, 74, 83, 84, 124, 173, 178]
[40, 47, 54, 75, 142, 155, 161, 165, 184, 188]
[4, 10, 34, 74, 99, 106, 111, 134, 150, 199]
[57, 58, 62, 76, 77, 110, 141, 149, 150, 164]
[3, 28, 91, 107, 132, 155, 165, 188, 191, 199]
[44, 59, 61, 63, 70, 75, 99, 137, 146, 163]
[51, 61, 65, 67, 114, 117, 128, 163, 168, 169]
[55, 70, 79, 107, 113, 141, 151, 177, 183, 199]
[27, 50, 51, 60, 62, 73, 103, 124, 133, 171]
[6, 21, 23, 43, 112, 126, 129, 136, 143, 184]
[15, 46, 62, 68, 75, 81, 82, 159, 173, 178]
[15, 33, 39, 43, 46, 92, 96, 131, 138, 174]
[6, 33, 44, 72, 93, 100, 145, 170, 181, 186]
[2, 30, 32, 91, 117, 133, 135, 150, 175, 195]
[42, 45, 49, 97, 123, 124, 126, 130, 173, 191]
[18, 36, 41, 53, 59, 126, 145, 148, 168, 172]
[16, 28, 62, 68, 86, 101, 103, 122, 145, 192]
[23, 33, 36, 104, 117, 121, 150, 169, 189, 193]
[6, 13, 46, 61, 76, 102, 129, 159, 168, 170]
[4, 14, 84, 112, 115, 146, 161, 180, 184, 185]
[19, 25, 40, 88, 97, 103, 122, 124, 152, 191]
[42, 85, 86, 99, 124, 142, 156, 170, 175, 196]
