[13, 36, 59, 62, 77, 79, 97, 104, 157, 199]
[7, 20, 35, 39, 116, 119, 122, 138, 156, 199]
[25, 47, 55, 101, 104, 140, 152, 157, 163, 183]
[27, 87, 102, 122, 126, 153, 163, 177, 180, 182]
[5, 34, 54, 97, 102, 118, 129, 151, 165, 199]
[0, 6, 8, 29, 60, 70, 73, 76, 108, 120]
[3, 4, 14, 25, 29, 67, 73, 93, 161, 192]
[3, 51, 72, 85, 86, 112, 147, 150, 179, 182]
[4, 26, 65, 107, 139, 185, 187, 191, 192, 198]
[5, 25, 62, 96, 101, 114, 118, 136, 138, 198]
[2, 15, 23, 61, 89, 91, 109, 136, 154, 175]
[13, 14, 50, 51, 59, 81, 131, 150, 167, 178]
[10, 23, 74, 115, 117, 144, 150, 176, 194, 200]
[12, 40, 43, 51, 58, 64, 71, 97, 115, 167]
[32, 36, 40, 69, 83, 117, 119, 126, 144, 184]
[17, 60, 78, 96, 120, 129, 144, 149, 179, 181]
[8, 21, 59, 60, 72, 84, 102, 143, 148, 162]
[17, 26, 33, 34, 43, 66, 122, 135, 139, 182]
[6, 46, 66, 93, 126, 132, 162, 166, 176, 197]
[69, 76, 77, 86, 90, 110, 119, 160, 195, 197]
[17, 39, 56, 66, 79, 91, 92, 104, 133, 192]
[29, 32, 51, 79, 96, 102, 112, 116, 133, 161]
[28, 30, 74, 76, 91, 98, 146, 152, 154, 164]
[0, 74, 96, 116, 134, 167, 174, 178, 183, 198]
[1, 60, 78, 85, 94, 95, 104, 140, 169, 174]
[9, 23, 48, 57, 58, 72, 91, 109, 141, 187]
[34, 39, 95, 96, 136, 140, 150, 156, 175, 194]
[22, 34, 40, 71, 74, 76, 78, 119, 143, 158]
[4, 7, 59, 74, 86, 122, 134, 143, 153, 186]
[15, 21, 100, 110, 117, 118, 123, 170, 172, 200]
[21, 36, 41, 49, 78, 91, 111, 125, 131, 188]
[46, 60, 62, 74, 85, 96, 121, 146, 167, 180]
[14, 18, 45, 54, 92, 102, 157, 167, 173, 185]
[24, 34, 49, 109, 125, 129, 138, 181, 192, 194]
[13, 17, 66, 138, 156, 169, 178, 186, 192, 193]
[17, 40, 44, 120, 142, 158, 170, 177, 185, 191]
[17, 18, 21, 43, 67, 134, 143, 168, 185, 187]
[58, 63, 73, 88, 99, 133, 137, 154, 178, 185]
[0, 38, 60, 68, 74, 89, 91, 92, 149, 194]
[45, 46, 64, 71, 148, 168, 170, 178, 183, 186]
[8, 15, 16, 91, 104, 121, 141, 165, 189, 194]
[38, 43, 58, 69, 88, 96, 105, 109, 149, 200]
[3, 35, 43, 86, 92, 133, 144, 161, 163, 189]
[49, 83, 84, 108, 113, 148, 155, 167, 171, 194]
[73, 78, 107, 109, 134, 138, 149, 158, 161, 165]
[17, 30, 36, 37, 47, 84, 95, 138, 144, 157]
[60, 61, 88, 131, 142, 158, 161, 171, 181, 190]
[2, 25, 27, 58, 68, 70, 106, 132, 141, 176]
[12, 55, 56, 119, 123, 131, 138, 148, 155, 190]
[17, 41, 79, 93, 106, 153, 165, 176, 193, 198]
[1, 11, 20, 42, 54, 58, 94, 110, 153, 159]
[2, 17, 54, 85, 107, 112, 133, 137, 157, 168]
[0, 13, 35, 41, 56, 67, 74, 112, 146, 198]
[6, 37, 45, 61, 77, 84, 168, 179, 194, 197]
[5, 16, 17, 71, 86, 112, 123, 127, 131, 167]
[19, 34, 48, 65, 115, 119, 120, 157, 165, 175]
[36, 75, 78, 103, 131, 138, 162, 169, 179, 193]
[30, 34, 45, 63, 73, 85, 107, 144, 147, 184]
[8, 20, 25, 51, 54, 93, 129, 138, 186, 193]
[1, 85, 99, 106, 108, 114, 123, 174, 184, 192]
[11, 22, 43, 46, 62, 92, 109, 110, 175, 179]
[5, 10, 11, 15, 34, 52, 85, 141, 146, 170]
[1, 22, 54, 70, 79, 80, 129, 140, 194, 196]
[29, 68, 73, 104, 114, 135, 137, 155, 177, 191]
[1, 47, 60, 66, 93, 101, 102, 113, 137, 175]
[43, 61, 73, 79, 93, 128, 136, 154, 173, 183]
[7, 14, 41, 47, 52, 64, 86, 113, 172, 187]
[9, 13, 23, 39, 64, 65, 66, 87, 137, 190]
[32, 34, 36, 87, 140, 143, 155, 164, 195, 200]
[4, 21, 28, 79, 98, 110, 149, 154, 170, 192]
[21, 42, 81, 86, 96, 113, 118, 123, 138, 143]
[2, 25, 33, 38, 52, 97, 119, 122, 179, 190]
[24, 29, 59, 62, 99, 102, 113, 154, 159, 191]
[8, 20, 34, 38, 51, 90, 91, 97, 122, 133]
[22, 31, 43, 55, 62, 85, 100, 131, 172, 195]
[20, 28, 33, 36, 112, 121, 152, 184, 187, 196]
[25, 38, 53, 57, 101, 146, 149, 152, 155, 162]
[8, 40, 56, 108, 113, 134, 149, 184, 186, 188]
[10, 15, 18, 33, 38, 78, 95, 124, 170, 172]
[9, 17, 24, 43, 44, 58, 77, 105, 153, 154]
[6, 13, 55, 69, 100, 123, 125, 137, 184, 193]
[10, 34, 47, 77, 91, 109, 120, 123, 198, 199]
[48, 108, 110, 137, 148, 161, 167, 168, 174, 192]
[22, 25, 34, 44, 54, 72, 126, 130, 152, 155]
[19, 20, 47, 81, 84, 92, 118, 126, 149, 186]
[12, 33, 43, 66, 78, 87, 90, 159, 169, 199]
[50, 74, 83, 84, 87, 91, 111, 128, 178, 179]
[1, 28, 29, 83, 122, 140, 172, 186, 187, 196]
[16, 35, 40, 57, 70, 90, 132, 146, 164, 185]
[5, 25, 111, 119, 137, 147, 154, 157, 176, 188]
[28, 35, 52, 77, 102, 125, 141, 143, 155, 172]
[26, 52, 53, 89, 110, 113, 141, 159, 175, 178]
[31, 42, 46, 52, 66, 74, 152, 169, 191, 193]
[59, 64, 102, 106, 131, 133, 147, 158, 159, 177]
[5, 8, 56, 63, 119, 134, 150, 181, 191, 192]
[8, 16, 17, 40, 80, 113, 115, 165, 183, 188]
[6, 40, 47, 56, 91, 93, 94, 104, 114, 126]
[21, 37, 72, 76, 107, 117, 183, 185, 191, 200]
[26, 81, 96, 113, 119, 123, 125, 167, 192, 199]
[43, 49, 67, 80, 98, 114, 139, 145, 158, 163]
[3, 8, 36, 53, 90, 92, 140, 150, 176, 186]
[8, 71, 73, 78, 81, 139, 141, 151, 152, 196]
[15, 16, 28, 31, 33, 42, 143, 172, 173, 194]
[37, 46, 52, 59, 64, 86, 121, 135, 156, 183]
[14, 47, 56, 64, 72, 73, 81, 143, 153, 178]
[7, 52, 87, 91, 97, 118, 136, 173, 174, 175]
[46, 53, 72, 112, 113, 121, 129, 168, 175, 182]
[6, 60, 86, 112, 121, 138, 157, 165, 183, 189]
[18, 21, 37, 57, 78, 85, 111, 138, 170, 175]
[3, 27, 70, 73, 78, 81, 111, 141, 159, 185]
[14, 40, 72, 78, 81, 93, 142, 163, 196, 198]
[3, 23, 77, 111, 125, 149, 154, 172, 193, 197]
[4, 26, 86, 106, 122, 124, 134, 161, 169, 177]
[3, 31, 48, 84, 92, 97, 105, 133, 162, 198]
[51, 69, 73, 88, 103, 116, 137, 157, 164, 172]
[19, 26, 67, 81, 98, 110, 111, 116, 157, 186]
[19, 23, 90, 96, 101, 108, 113, 146, 161, 168]
[34, 37, 54, 85, 136, 143, 154, 185, 193, 200]
[15, 47, 71, 95, 118, 152, 153, 169, 182, 195]
[71, 82, 89, 96, 123, 130, 146, 153, 157, 187]
[7, 28, 30, 42, 62, 88, 109, 118, 122, 180]
[6, 37, 57, 71, 109, 123, 134, 147, 154, 159]
[12, 30, 34, 35, 44, 46, 87, 100, 181, 193]
[0, 10, 43, 47, 55, 78, 84, 111, 155, 168]
[13, 21, 59, 88, 103, 135, 137, 148, 173, 179]
[3, 18, 30, 35, 61, 87, 103, 104, 124, 169]
[1, 18, 94, 122, 123, 132, 145, 166, 175, 190]
[16, 28, 30, 67, 83, 116, 167, 169, 176, 177]
[16, 33, 67, 86, 105, 113, 117, 154, 169, 175]
[20, 28, 56, 70, 92, 145, 153, 154, 183, 195]
[4, 13, 41, 52, 90, 123, 128, 145, 172, 196]
[18, 52, 56, 64, 102, 115, 129, 135, 189, 198]
[40, 67, 76, 82, 110, 116, 123, 132, 151, 185]
[2, 25, 29, 31, 49, 76, 141, 148, 151, 154]
[85, 99, 103, 105, 113, 131, 133, 141, 147, 164]
[12, 23, 24, 68, 83, 85, 142, 148, 149, 179]
[9, 27, 66, 86, 95, 157, 168, 181, 185, 199]
[12, 24, 57, 76, 80, 106, 110, 150, 173, 188]
[4, 10, 15, 36, 55, 84, 89, 109, 137, 165]
[0, 21, 44, 49, 64, 80, 113, 125, 126, 146]
[35, 57, 91, 106, 145, 149, 154, 172, 188, 197]
[0, 71, 72, 82, 134, 146, 154, 173, 180, 197]
[4, 6, 11, 21, 22, 30, 53, 146, 163, 196]
[26, 28, 83, 106, 121, 146, 163, 185, 186, 188]
[6, 31, 52, 85, 119, 121, 146, 151, 153, 197]
[6, 11, 52, 62, 85, 120, 140, 150, 175, 188]
[8, 57, 78, 80, 82, 86, 109, 123, 162, 189]
[19, 29, 31, 85, 86, 91, 108, 128, 170, 188]
[67, 90, 105, 112, 119, 133, 140, 170, 187, 191]
[4, 12, 18, 56, 63, 69, 104, 134, 137, 198]
[17, 73, 76, 99, 102, 123, 124, 127, 153, 159]
[32, 34, 53, 60, 68, 91, 95, 112, 153, 181]
[14, 16, 27, 34, 52, 74, 98, 148, 161, 199]
[18, 22, 33, 41, 67, 102, 135, 170, 172, 177]
[29, 34, 39, 66, 143, 145, 146, 151, 164, 184]
[22, 36, 47, 65, 138, 153, 159, 172, 181, 191]
[21, 48, 60, 78, 118, 120, 133, 134, 146, 152]
[5, 48, 72, 89, 107, 112, 126, 145, 166, 198]
[4, 8, 60, 110, 136, 139, 147, 148, 162, 176]
[3, 25, 47, 59, 81, 82, 94, 132, 135, 172]
[6, 18, 77, 114, 138, 145, 176, 183, 189, 190]
[22, 41, 48, 68, 90, 110, 135, 194, 198, 199]
[7, 16, 28, 101, 126, 128, 138, 154, 164, 179]
[51, 55, 60, 65, 68, 82, 87, 118, 148, 183]
[10, 64, 69, 78, 95, 97, 150, 151, 194, 195]
[22, 55, 105, 165, 184, 192, 194, 195, 196, 199]
[17, 32, 52, 60, 112, 113, 123, 160, 184, 186]
[17, 22, 28, 47, 81, 92, 98, 106, 125, 200]
[15, 71, 74, 114, 134, 139, 142, 169, 179, 192]
[47, 69, 71, 92, 134, 143, 149, 155, 164, 195]
[3, 18, 33, 50, 85, 100, 128, 142, 149, 186]
